price,date,media_movel_7d,media_movel_30d,bitcoin_return,Price_M
115634.27808614414,2025-09-17 15:02:04.553,116310.4197930291,116325.15214886452,-0.0048149678497247,0.12
115894.70808566172,2025-09-17 16:00:42.024,116169.99983335297,116338.80252505143,0.0022521868413756,0.12
115717.01610782724,2025-09-17 17:02:28.167,116042.93379658442,116349.43811286218,-0.0015332190810917,0.12
116031.58519047528,2025-09-17 18:02:26.116,115992.81092655924,116372.298312814,0.0027184341009529,0.12
115194.3078037463,2025-09-17 19:01:57.494,115837.7424789717,116364.34550407284,-0.0072159437049361,0.12
115721.45993062394,2025-09-17 20:02:04.857,115769.5860639913,116387.7576424262,0.0045761994401298,0.12
115649.82358310322,2025-09-17 21:01:44.192,115691.88268394026,116400.71994403384,-0.0006190411662941,0.12
116214.03190192967,2025-09-17 22:06:51.613,115774.70465762392,116410.56498642216,0.0048785921270431,0.12
116863.39240749434,2025-09-17 23:02:51.417,115913.08813217144,116434.06381591447,0.0055876256501679,0.12
116455.9464822532,2025-09-18 00:02:52.110,116018.64961423229,116431.38481513652,-0.0034865146120387,0.12
116381.22893627378,2025-09-18 01:02:16.203,116068.59872077491,116428.93986280334,-0.0006415949398581,0.12
116761.69147901928,2025-09-18 02:02:55.470,116292.51067438535,116427.51495639262,0.0032691057331402,0.12
116969.1490468604,2025-09-18 03:06:39.301,116470.75197670482,116430.39386792552,0.0017767605557375,0.12
117742.98005985272,2025-09-18 04:02:37.207,116769.7743305262,116462.61749169824,0.0066156847279645,0.12
117494.17334517208,2025-09-18 05:07:26.529,116952.65167956082,116483.32435147947,-0.0021131341720259,0.12
117217.1473590896,2025-09-18 06:02:57.922,117003.1881012173,116497.32919478515,-0.002357784885797,0.12
117081.79397034168,2025-09-18 07:02:52.154,117092.59488522992,116512.40978334472,-0.0011547234495757,0.12
117100.80353259912,2025-09-18 08:02:44.184,117195.39125613356,116526.1525348584,0.0001623613852574,0.12
117246.48259706644,2025-09-18 09:01:59.701,117264.64713014028,116543.28496671416,0.0012440483760367,0.12
117330.37185111486,2025-09-18 10:03:21.595,117316.25038789092,116573.52578059657,0.0007154948463292,0.12
117233.96564668287,2025-09-18 11:01:45.328,117243.53404315237,116603.99415965164,-0.0008216645265074,0.12
117085.66810721307,2025-09-18 12:02:20.779,117185.17615201537,116601.42460401836,-0.0012649707672324,0.12
117189.92910452068,2025-09-18 13:02:52.774,117181.28782993412,116599.20272448224,0.000890467629327,0.12
117553.27644964374,2025-09-18 14:02:30.993,117248.6424698344,116610.1290509923,0.0031004997434462,0.12
117735.87157682035,2025-09-18 15:03:13.983,117339.36647615171,116638.7365101065,0.0015532967918154,0.12
117676.42476236634,2025-09-18 16:00:55.855,117400.78678548028,116674.4013900118,-0.0005049167569566,0.12
117644.5818066262,2025-09-18 17:03:25.443,117445.6739219819,116716.4726075443,-0.0002705975797993,0.12
117607.20998415929,2025-09-18 18:02:57.160,117498.9945416214,116760.7200424543,-0.0003176671793382,0.12
117851.18539205311,2025-09-18 19:02:11.262,117608.3541537414,116815.80772767316,0.0020744936294867,0.12
117479.65470626247,2025-09-18 20:06:52.546,117649.7435254188,116858.67130976656,-0.0031525409316391,0.12
117575.95305738947,2025-09-18 21:04:00.959,117652.98304081104,116923.39380880808,0.0008197023677656,0.12
117412.08260355877,2025-09-18 22:02:55.116,117606.72747320223,116973.97295940464,-0.0013937412333858,0.12
116948.58586157572,2025-09-18 23:02:21.122,117502.750487375,117015.0252845296,-0.003947606853615,0.12
117169.11793707692,2025-09-19 00:03:04.296,117434.8270774394,117052.94304274968,0.0018857181886937,0.12
117447.66044572469,2025-09-19 01:00:45.212,117412.03428623444,117128.05479748228,0.0023772689728476,0.12
117246.22326321788,2025-09-19 02:02:21.132,117325.61112497226,117178.88024190206,-0.0017151229896136,0.12
117162.55935837168,2025-09-19 03:02:33.933,117280.3117895593,117229.30476774435,-0.000713574412187,0.12
117001.29549547187,2025-09-19 04:03:05.632,117198.21785214252,117255.5468875291,-0.0013764112339551,0.12
117050.60169942482,2025-09-19 05:02:53.292,117146.57772298052,117261.78719726011,0.000421415880432,0.12
116946.2084937178,2025-09-19 06:02:48.108,117146.2380990008,117278.12926430893,-0.0008918638963949,0.12
116802.45187760674,2025-09-19 07:05:08.542,117093.85723336224,117292.17002902002,-0.0012292541841472,0.12
116957.2847663997,2025-09-19 08:02:19.833,117023.80356488722,117298.68980526604,0.0013255962208327,0.12
116960.44627596506,2025-09-19 09:01:38.193,116982.97828099396,117298.39971290289,2.703131807213488e-05,0.12
116544.94863856838,2025-09-19 10:02:50.251,116894.74817816493,117258.46533219336,-0.0035524628250505,0.12
116542.94541523208,2025-09-19 11:02:43.394,116829.26959527352,117226.75773452871,-1.7188418371727465e-05,0.12
116402.8979614958,2025-09-19 12:01:54.573,116736.74048985507,117199.61608794224,-0.0012016810904966,0.12
116207.71982668396,2025-09-19 13:00:33.832,116631.24210885025,117170.48028315368,-0.0016767463545143,0.12
116310.94427105524,2025-09-19 14:01:45.392,116561.02673648574,117144.1516411022,0.0008882752757324,0.12
115976.84364829992,2025-09-19 15:03:01.520,116420.96371961434,117101.83034280998,-0.0028724779499401,0.12
115870.78418814256,2025-09-19 16:01:49.901,116265.29770706828,117053.17742071093,-0.0009144882445581,0.12
