price,date,media_movel_7d,media_movel_30d,ethereum_return
3518.1249114765355,2025-08-02 06:03:46.195,3516.8961522675663,3592.6044298525517,-0.0040449151484285295
3475.371827705058,2025-08-02 07:04:49.180,3514.788409473747,3586.4970951643395,-0.012152235877700646
3517.311227118096,2025-08-02 08:04:10.373,3514.8428858567963,3580.952986102061,0.012067600674755097
3491.237635710257,2025-08-02 09:04:02.943,3512.1056046146514,3573.560402724628,-0.00741293269893617
3490.0383481349136,2025-08-02 10:03:44.568,3507.2489079078237,3566.593148179903,-0.0003435135904461539
3487.942998907581,2025-08-02 11:04:10.474,3501.777167469449,3559.9512790129284,-0.0006003800011115112
3506.3122200796847,2025-08-02 12:08:59.502,3498.048452733161,3554.3739207295607,0.005266491217848612
3507.6308698939183,2025-08-02 13:01:27.122,3496.5493039356443,3549.3102626385516,0.0003760788348174948
3509.233691879086,2025-08-02 14:08:55.771,3501.386713103362,3544.891842452388,0.0004569528677960122
3474.2408923128264,2025-08-02 15:05:56.093,3495.2338081311814,3540.077925920099,-0.00997163558734726
3456.7920252045533,2025-08-02 16:04:40.858,3490.313006630366,3534.6232497492106,-0.0050223538462403905
3467.729582600776,2025-08-02 17:04:19.055,3487.126040125489,3529.714925980419,0.003164077363195128
3423.220633480211,2025-08-02 18:08:59.794,3477.87998792158,3522.488062941868,-0.01283518453800081
3380.723061341434,2025-08-02 19:03:59.758,3459.938679530401,3513.0857890173725,-0.012414499878604546
3400.352819452813,2025-08-02 20:04:23.800,3444.6132437531,3506.703369372555,0.00580637862232658
3416.427148440533,2025-08-02 21:00:33.279,3431.3551661190213,3499.829480229031,0.004727253270825793
3418.412816906685,2025-08-02 22:09:00.208,3423.379726775286,3493.33646649432,0.0005812120030301848
3415.1727392636453,2025-08-02 23:07:25.276,3417.434114498014,3488.0331516953597,-0.0009478310012807079
3400.741514835749,2025-08-03 00:08:56.111,3407.864390531581,3482.4301227257884,-0.004225620643425465
3405.276687806024,2025-08-03 01:06:03.414,3405.300969720983,3477.394003949205,0.001333583558318141
3414.549553772091,2025-08-03 02:03:26.606,3410.133325782506,3473.998212229608,0.002723087377678457
3441.961918943606,2025-08-03 03:04:54.865,3416.077482852619,3470.786919649759,0.008028105827672771
3446.8452138885723,2025-08-03 04:09:09.675,3420.422920773767,3467.633651175863,0.001418753333117806
3437.8290815483856,2025-08-03 05:04:57.674,3423.1966728654393,3466.7875858366488,-0.0026157636275215834
3443.284004346993,2025-08-03 06:04:06.207,3427.2125678773455,3465.2261850728223,0.001586734729741135
3441.812990986453,2025-08-03 07:04:53.222,3433.0799216131604,3462.7222883578124,-0.0004272123236662706
3455.0057664581163,2025-08-03 08:04:03.302,3440.1840757063173,3460.8758604262403,0.0038330889871742713
3460.537229079868,2025-08-03 09:09:23.462,3446.7537436074276,3458.759260559479,0.001600999533908798
3464.0294323192893,2025-08-03 10:04:02.852,3449.9062455182398,3456.685402237582,0.0010091506053091504
3487.6370794753616,2025-08-03 11:08:44.914,3455.7336548877806,3455.1928641123036,0.006815082728747424
3484.3074734809907,2025-08-03 12:09:41.266,3462.3734251638675,3454.065616179119,-0.0009546882082328567
3495.398537534885,2025-08-03 13:07:32.862,3469.8183584764233,3454.7331731734466,0.003183147336539127
3490.0172259347596,2025-08-03 14:07:36.847,3476.7046777547525,3453.823373134002,-0.0015395416409140772
3472.8422094989564,2025-08-03 15:05:22.954,3479.2527410463017,3453.2101922602915,-0.004921183857825584
3474.626138911878,2025-08-03 16:07:25.169,3481.265442450874,3452.6964519528574,0.0005136799501117562
3491.002490723254,2025-08-03 17:06:23.453,3485.1187365085834,3452.79843501338,0.0047131262923454376
3487.345524412645,2025-08-03 18:03:18.086,3485.0770857853386,3452.1662118244785,-0.001047540447286166
3492.7053524491444,2025-08-03 19:09:31.929,3486.276782780789,3451.66869457632,0.0015369363313668671
3497.4218361160433,2025-08-03 20:00:13.626,3486.5658254352397,3451.2749660508844,0.0013503812062451992
3491.1571119319246,2025-08-03 21:08:45.786,3486.7286662919782,3451.8388400381878,-0.0017912406560244287
3501.5580849273315,2025-08-03 22:09:37.911,3490.830934210317,3453.3310420289476,0.0029792337216387743
3504.0964904344964,2025-08-03 23:04:41.448,3495.0409844278342,3454.5432722900714,0.0007249359986605253
3497.7884248520922,2025-08-04 00:08:55.403,3496.0104035890968,3457.0288653358007,-0.0018001974545004407
3545.8483705990834,2025-08-04 01:03:50.517,3504.367953044302,3462.533042311056,0.013740095142839692
3536.9960665341423,2025-08-04 02:09:02.387,3510.695197913588,3467.087817213767,-0.002496526399250798
3567.29006694925,2025-08-04 03:04:15.840,3520.676373746903,3472.116581164057,0.008564895138487572
3558.965402168159,2025-08-04 04:02:20.092,3530.3632723520795,3476.8016673394395,-0.0023336102825555205
3538.0202944987523,2025-08-04 05:08:57.739,3535.572159433711,3480.896585847276,-0.005885167542411862
3533.727978495223,2025-08-04 06:05:22.963,3539.8052291566714,3485.3294679692594,-0.0012131971120130647
3540.3867510729856,2025-08-04 07:08:43.354,3545.8907043310855,3489.8331367448245,0.0018843478100989408
3554.865069859157,2025-08-04 08:09:14.887,3547.1788042253816,3494.510320614393,0.004089473779039343
3551.142642527417,2025-08-04 09:04:05.662,3549.1997436529923,3498.149678067187,-0.001047136039930563
3547.414831695984,2025-08-04 10:09:38.812,3546.360424331097,3501.5019986607676,-0.001049749674031708
3557.304184717086,2025-08-04 11:08:46.296,3546.123107552372,3505.484502099724,0.002787763340430738
3555.546869544826,2025-08-04 12:08:59.190,3548.6269039875256,3509.2265976063186,-0.0004940019410794028
3570.150277227105,2025-08-04 13:09:43.723,3553.8300895206517,3513.5045071476734,0.004107218444331373
3619.168343980975,2025-08-04 14:04:58.901,3565.084602793221,3518.9765930651024,0.013729972955631942
3638.833494004731,2025-08-04 15:09:23.747,3577.080091956875,3524.9198018959305,0.0054336101984482355
3647.307530287286,2025-08-04 16:04:57.433,3590.8179330654275,3531.0290718281976,0.0023287782462475537
3688.6143847387343,2025-08-04 17:09:55.796,3610.989297785821,3537.7283153369767,0.011325300679593253
3685.3344515067815,2025-08-04 18:09:04.834,3629.279335898634,3544.429214604503,-0.0008892046958128841
3676.2545041614503,2025-08-04 19:11:02.931,3646.523283701009,3550.4577468253888,-0.0024638055147528926
3666.631783640017,2025-08-04 20:09:20.673,3660.306356045711,3556.344898748897,-0.0026175338270352233
3704.162710225887,2025-08-04 21:03:54.438,3672.448408366413,3564.0555821064618,0.010235804629558753
3718.4080146997894,2025-08-04 22:09:48.752,3683.816197037135,3572.1816446327252,0.0038457555966902035
3730.3107463400283,2025-08-04 23:03:15.549,3695.673799330384,3580.158586486617,0.0032010289331305675
3715.7090148550706,2025-08-05 00:04:57.037,3699.544460775575,3587.7707028346986,-0.003914347216055436
3697.9772124920987,2025-08-05 01:02:41.283,3701.350569487763,3594.6130981694637,-0.0047721181319855255
3682.2432526913703,2025-08-05 02:04:14.330,3702.2061049920376,3600.773812055308,-0.004254747635430989
3678.408103772796,2025-08-05 03:04:15.136,3703.888436439577,3607.015511783337,-0.001041525139810151
3653.1292937921953,2025-08-05 04:04:35.231,3696.597948377621,3612.0678854121657,-0.006872214628570794
3650.6085126504013,2025-08-05 05:04:35.615,3686.912305227709,3616.9516194860294,-0.0006900333766115541
3670.347588204313,2025-08-05 06:08:45.718,3678.3461397797496,3622.70359159777,0.0054070644621329045
3647.0715014644684,2025-08-05 07:04:06.890,3668.540780723949,3626.0776959599493,-0.006341657344565599
3612.3621566437314,2025-08-05 08:04:04.514,3656.310058459897,3628.589898963602,-0.00951704533536002
3635.0461866962232,2025-08-05 09:09:17.642,3649.5676204605893,3630.8484362885015,0.006279555888595523
3659.56944639529,2025-08-05 10:03:29.190,3646.8763836923745,3634.201904429406,0.00674634060739554
3675.3758778383217,2025-08-05 11:09:43.202,3650.0544671275356,3638.780423874058,0.00431920521650464
3669.6926421488474,2025-08-05 12:09:03.470,3652.780771341599,3643.312579329179,-0.0015463005358833382
3630.364898408127,2025-08-05 13:08:49.788,3647.068958513573,3646.3118509070173,-0.010716903995995564
3650.2920429437363,2025-08-05 14:00:49.023,3647.5290358677544,3649.492750009836,0.005489019724806976
3571.37961714318,2025-08-05 15:04:12.149,3641.674387367675,3650.1673158303615,-0.021618112981699467
3564.6804760716172,2025-08-05 16:04:02.619,3631.622142992732,3650.742837309549,-0.0018757852118004292
